OPEID,INSTNM,CITY,STABBR,ZIP,INSTURL,REGION,LOCALE,ADM_RATE,COSTT4_A
00100200,Alabama A & M University,Normal,AL,35762,www.aamu.edu/,5,12.0,0.716,21924.0
00105200,University of Alabama at Birmingham,Birmingham,AL,35294-0110,https://www.uab.edu/,5,12.0,0.8854,26248.0
02503400,Amridge University,Montgomery,AL,36117-3553,https://www.amridgeuniversity.edu/,5,12.0,,
00105500,University of Alabama in Huntsville,Huntsville,AL,35899,www.uah.edu/,5,12.0,0.7367,24869.0
00100500,Alabama State University,Montgomery,AL,36104-0271,www.alasu.edu/,5,12.0,0.9799,21938.0
00105100,The University of Alabama,Tuscaloosa,AL,35487-0100,www.ua.edu/,5,12.0,0.789,31050.0
00100700,Central Alabama Community College,Alexander City,AL,35010,www.cacc.edu/,5,32.0,,13930.0
00100800,Athens State University,Athens,AL,35611,www.athens.edu/,5,31.0,,
00831000,Auburn University at Montgomery,Montgomery,AL,36117-3596,www.aum.edu/,5,12.0,0.968,20621.0
00100900,Auburn University,Auburn,AL,36849,www.auburn.edu/,5,13.0,0.7118,32678.0
00101200,Birmingham-Southern College,Birmingham,AL,35254,www.bsc.edu/,5,12.0,0.6591,33920.0
01218200,Chattahoochee Valley Community College,Phenix City,AL,36869,https://www.cv.edu/,5,41.0,,9320.0
01303906,South University-Montgomery,Montgomery,AL,36116,www.southuniversity.edu/,5,12.0,,23107.0
00101500,Enterprise State Community College,Enterprise,AL,36330-1300,www.escc.edu/,5,32.0,,9454.0
00106000,Coastal Alabama Community College,Bay Minette,AL,36507-2698,www.coastalalabama.edu/,5,32.0,,12881.0
00100300,Faulkner University,Montgomery,AL,36109-3390,www.faulkner.edu/,5,12.0,0.646,36457.0
00101700,Gadsden State Community College,Gadsden,AL,35903,www.gadsdenstate.edu/,5,13.0,,10619.0
04187200,New Beginning College of Cosmetology,Albertville,AL,35951,www.nbccosmetology.com/,5,32.0,,
00101800,George C Wallace Community College-Dothan,Dothan,AL,36303-9234,www.wallace.edu/,5,13.0,,8791.0
00787100,George C Wallace State Community College-Hanceville,Hanceville,AL,35077-2000,https://www.wallacestate.edu/,5,32.0,,13196.0
00569900,George C Wallace State Community College-Selma,Selma,AL,36702-2808,https://www.wccs.edu/,5,32.0,,9102.0
00962107,Herzing University-Birmingham,Birmingham,AL,35209,https://www.herzing.edu/,5,21.0,0.9385,31202.0
00101900,Huntingdon College,Montgomery,AL,36106-2148,www.huntingdon.edu/,5,12.0,0.693,39177.0
02199700,Heritage Christian University,Florence,AL,35630-9977,www.hcu.edu/,5,13.0,,16024.0
00526000,J. F. Drake State Community and Technical College,Huntsville,AL,35811,https://www.drakestate.edu/,5,12.0,,11544.0
03002500,J F Ingram State Technical College,Deatsville,AL,36022,www.istc.edu/,5,21.0,,6084.0
00102000,Jacksonville State University,Jacksonville,AL,36265,www.jsu.edu/,5,23.0,0.7634,22023.0
00102200,Jefferson State Community College,Birmingham,AL,35215-3098,www.jeffersonstate.edu/,5,12.0,,14975.0
00101300,John C Calhoun State Community College,Tanner,AL,35671,https://calhoun.edu/,5,41.0,,11507.0
00105900,Lawson State Community College,Birmingham,AL,35221-1717,www.lawsonstate.edu/,5,12.0,,13864.0
00102400,University of West Alabama,Livingston,AL,35470,www.uwa.edu/,5,43.0,0.7433,22525.0
00898800,Lurleen B Wallace Community College,Andalusia,AL,36420-1224,https://www.lbwcc.edu/,5,41.0,,14826.0
00102600,Marion Military Institute,Marion,AL,36756-3207,www.marionmilitary.edu/,5,43.0,0.4535,18568.0
00102800,Miles College,Fairfield,AL,35064-2621,www.miles.edu/,5,21.0,,22857.0
00102900,University of Mobile,Mobile,AL,36613-2842,www.umobile.edu/,5,41.0,0.6409,37823.0
00100400,University of Montevallo,Montevallo,AL,35115-6000,www.montevallo.edu/,5,21.0,0.9009,26709.0
00569700,Northwest-Shoals Community College,Muscle Shoals,AL,35661,https://www.nwscc.edu/,5,13.0,,9617.0
00101600,University of North Alabama,Florence,AL,35632-0001,www.una.edu/,5,13.0,0.8997,21507.0
00103100,Northeast Alabama Community College,Rainsville,AL,35986,https://www.nacc.edu/,5,42.0,,9260.0
00103300,Oakwood University,Huntsville,AL,35896,https://www2.oakwood.edu/,5,12.0,0.7185,37238.0
00569200,Reid State Technical College,Evergreen,AL,36401,www.rstc.edu/,5,41.0,,8598.0
00103000,Bishop State Community College,Mobile,AL,36603-5898,www.bishop.edu/,5,12.0,,10415.0
00103600,Samford University,Birmingham,AL,35229-2240,www.samford.edu/,5,21.0,0.8387,51314.0
00569100,Shelton State Community College,Tuscaloosa,AL,35405-8522,www.sheltonstate.edu/,5,12.0,,14409.0
00103800,Snead State Community College,Boaz,AL,35957-0734,www.snead.edu/,5,32.0,,13481.0
00105700,University of South Alabama,Mobile,AL,36688-0002,www.southalabama.edu/,5,12.0,0.7078,22139.0
00104100,Spring Hill College,Mobile,AL,36608-1791,https://www.shc.edu/,5,12.0,0.7152,56502.0
00104400,Stillman College,Tuscaloosa,AL,35401,https://stillman.edu/,5,12.0,0.758,24540.0
00104600,Talladega College,Talladega,AL,35160,www.talladega.edu/,5,32.0,,22696.0
00573400,H Councill Trenholm State Community College,Montgomery,AL,36108-3199,www.trenholmstate.edu/,5,12.0,,12098.0
00104700,Troy University,Troy,AL,36082-0001,www.troy.edu/,5,33.0,0.9527,21376.0
00105000,Tuskegee University,Tuskegee,AL,36088-1920,www.tuskegee.edu/,5,32.0,0.342,41991.0
02170600,United States Sports Academy,Daphne,AL,36526-7055,www.ussa.edu/,5,13.0,1.0,
00573300,Bevill State Community College,Jasper,AL,35501,www.bscc.edu/,5,32.0,,15406.0
01146200,University of Alaska Anchorage,Anchorage,AK,99508,www.uaa.alaska.edu/,8,11.0,0.6905,20548.0
00884300,Alaska Bible College,Palmer,AK,99645,www.akbible.edu/,8,32.0,,20897.0
00106300,University of Alaska Fairbanks,Fairbanks,AK,99775,www.uaf.edu/,8,23.0,0.6469,19621.0
00106500,University of Alaska Southeast,Juneau,AK,99801-8697,www.uas.alaska.edu/,8,33.0,0.5625,16275.0
00106100,Alaska Pacific University,Anchorage,AK,99508,www.alaskapacific.edu/,8,11.0,0.9603,38278.0
03160300,Alaska Vocational Technical Center,Seward,AK,99664-0889,www.avtec.edu/,8,43.0,,
02576900,Charter College,Vancouver,WA,98683-7575,https://chartercollege.edu/,8,12.0,,32511.0
02541000,Alaska Career College,Anchorage,AK,99507-1033,www.alaskacareercollege.edu/,8,11.0,,
00966403,Empire Beauty School-Tucson,Tucson,AZ,85716,www.empire.edu/,6,11.0,,
02100600,Carrington College-Phoenix North,Phoenix,AZ,85051-4063,https://carrington.edu/,6,11.0,,
02100611,Carrington College-Mesa,Mesa,AZ,85210-5005,https://carrington.edu/,6,11.0,,
02100607,Carrington College-Tucson,Tucson,AZ,85745-2974,https://carrington.edu/,6,11.0,,
00886400,Arizona Academy of Beauty,Tucson,AZ,85712,www.arizonaacademy.com/,6,11.0,,
02306807,Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,85301-3579,www.aai.edu/,6,21.0,,
02218800,Brookline College-Phoenix,Phoenix,AZ,85021,www.brooklinecollege.edu/,6,11.0,,
00108100,Arizona State University Campus Immersion,Tempe,AZ,85287,www.asu.edu/,6,12.0,0.8819,26992.0
00107100,Arizona Western College,Yuma,AZ,85365-8834,https://www.azwestern.edu/,6,13.0,,15598.0
00108300,University of Arizona,Tucson,AZ,85721-0066,https://www.arizona.edu/,6,11.0,0.8727,27985.0
00728300,Central Arizona College,Coolidge,AZ,85128-9030,www.centralaz.edu/,6,41.0,,10402.0
02280500,Charles of Italy Beauty College,Lake Havasu City,AZ,86403,www.charlesofitaly.edu/,6,13.0,,
00107200,Cochise County Community College District,Sierra Vista,AZ,85635-2317,https://www.cochise.edu/,6,13.0,,12103.0
01054208,Empire Beauty School-Chandler,Chandler,AZ,85224,www.empire.edu/,6,11.0,,
01085800,Avalon Institute-Mesa,Mesa,AZ,85210,avalon.edu/mesa-az/,6,11.0,,
00107300,Eastern Arizona College,Thatcher,AZ,85552-0769,www.eac.edu/,6,33.0,,16509.0
00147902,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,prescott.erau.edu/,6,41.0,0.7376,56260.0
02533200,The School of Architecture,Paradise Valley,AZ,85253,https://tsoa.edu/,6,21.0,,
00107600,Glendale Community College,Glendale,AZ,85302,www.gccaz.edu/,6,21.0,,15020.0
00107400,Grand Canyon University,Phoenix,AZ,85017,www.gcu.edu/,6,11.0,0.8284,31393.0
00830300,GateWay Community College,Phoenix,AZ,85034,www.gatewaycc.edu/,6,11.0,,15327.0
00107700,Mesa Community College,Mesa,AZ,85202,www.mesacc.edu/,6,11.0,,16002.0
01186400,Mohave Community College,Kingman,AZ,86409-1238,https://www.mohave.edu/,6,41.0,,11046.0
02100500,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Avondale,AZ,85323,www.uti.edu/,6,11.0,,
00824600,Dine College,Tsaile,AZ,86556,https://www.dinecollege.edu/,6,43.0,,14140.0
00108200,Northern Arizona University,Flagstaff,AZ,86011-4092,https://nau.edu/,6,13.0,0.7835,28480.0
01186200,Northland Pioneer College,Holbrook,AZ,86025-0610,www.npc.edu/,6,41.0,,14079.0
00193701,Ottawa University-Phoenix,Phoenix,AZ,85021,www.ottawa.edu/,6,11.0,,
00107800,Phoenix College,Phoenix,AZ,85013,www.phoenixcollege.edu/,6,11.0,,15974.0
00726600,Pima Community College,Tucson,AZ,85709-1275,www.pima.edu/,6,11.0,,8648.0
02217100,Pima Medical Institute-Tucson,Tucson,AZ,85712,https://pmi.edu/,6,11.0,,
03678300,Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,https://pmi.edu/,6,11.0,,
02065300,Prescott College,Prescott,AZ,86301,https://www.prescott.edu/,6,13.0,0.9932,44892.0
01168900,Refrigeration School Inc,Phoenix,AZ,85034-1816,https://www.rsi.edu/,6,11.0,,
02177500,Rio Salado College,Tempe,AZ,85281,www.rio.maricopa.edu/,6,12.0,,14123.0
02113800,Roberto-Venn School of Luthiery,Phoenix,AZ,85007,www.roberto-venn.com/,6,11.0,,
00830400,Scottsdale Community College,Scottsdale,AZ,85256,www.scottsdalecc.edu/,6,41.0,,16557.0
02146600,South Mountain Community College,Phoenix,AZ,85042,www.southmountaincc.edu/,6,11.0,,15440.0
00711300,Arizona Christian University,Glendale,AZ,85306-3216,arizonachristian.edu/,6,21.0,0.7594,47850.0
00822100,Universal Technical Institute of Arizona Inc,Avondale,AZ,85323,www.uti.edu/,6,22.0,,
00107900,Yavapai College,Prescott,AZ,86301,https://www.yc.edu/,6,13.0,,12567.0
00110100,University of Arkansas at Little Rock,Little Rock,AR,72204,ualr.edu/www/,5,12.0,0.5769,20260.0
00110900,University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,https://www.uams.edu/,5,12.0,,
00108700,Arkansas Baptist College,Little Rock,AR,72202-6068,www.arkansasbaptist.edu/,5,12.0,,22127.0
03005100,Arkansas Beauty School-Little Rock,Little Rock,AR,72209,arbs.edu/,5,12.0,,
03997300,Arkansas Beauty College,Russellville,AR,72801,https://www.arkansasbeautycollege.us/,5,33.0,,
00108800,Lyon College,Batesville,AR,72501,www.lyon.edu/,5,33.0,0.2721,33415.0
03023400,Arkansas Technical School,North Little Rock,AR,72114,www.arktech.edu/,5,13.0,,
02363502,Arthur's Beauty College,Fort Smith,AR,72901-3342,www.arthursbeautycollege.com/,5,13.0,,
00110800,University of Arkansas,Fayetteville,AR,72701,https://www.uark.edu/,5,13.0,0.8267,23843.0
00108600,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,www.uapb.edu/,5,13.0,0.6753,18873.0
00109100,Arkansas State University-Beebe,Beebe,AR,72012-1000,www.asub.edu/,5,31.0,,15021.0
00109000,Arkansas State University,Jonesboro,AR,72401,www.astate.edu/,5,13.0,0.6329,21752.0
00108900,Arkansas Tech University,Russellville,AR,72801-2222,www.atu.edu/,5,33.0,0.9437,19857.0
00108500,University of Arkansas at Monticello,Monticello,AR,71656,www.uamont.edu/,5,33.0,,19028.0
02538503,Arthur's Beauty College,Jacksonville,AR,72076,arthursbeautycollege.com/,5,21.0,,
03105200,Baptist Health College Little Rock,Little Rock,AR,72210-2827,https://www.bhclr.edu/,5,12.0,0.0,24888.0
02052200,Black River Technical College,Pocahontas,AR,72455,www.blackrivertech.edu/,5,41.0,,13317.0
00109200,University of Central Arkansas,Conway,AR,72035-0001,www.uca.edu/,5,13.0,0.9237,21408.0
00109300,Central Baptist College,Conway,AR,72034,www.cbc.edu/,5,13.0,0.616,27262.0
02220900,Cossatot Community College of the University of Arkansas,De Queen,AR,71832,www.cccua.edu/,5,41.0,,11803.0
00109500,Crowley's Ridge College,Paragould,AR,72450,www.crc.edu/,5,41.0,,23830.0
01226000,East Arkansas Community College,Forrest City,AR,72335-2204,https://www.eacc.edu/,5,32.0,,13211.0
02272400,Eastern College of Health Vocations-Little Rock,Little Rock,AR,72205,www.easterncollege.edu/,5,12.0,,
03124900,Paul Mitchell the School-Little Rock,North Little Rock,AR,72117,paulmitchell.edu/littlerock,5,13.0,,
01210500,National Park College,Hot Springs,AR,71913,www.np.edu/,5,23.0,,14109.0
02073500,University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,www.uaccb.edu/,5,33.0,,14176.0
00109700,Harding University,Searcy,AR,72149-5615,www.harding.edu/,5,32.0,0.5414,33168.0
00109800,Henderson State University,Arkadelphia,AR,71999-0001,https://www.hsu.edu/,5,32.0,0.7501,25533.0
00109900,Hendrix College,Conway,AR,72032-3080,https://www.hendrix.edu/,5,13.0,0.683,55218.0
03007100,Hot Springs Beauty College,Hot Springs,AR,71901,hotspringsbeautycollege.com/,5,13.0,,
02330800,Jefferson Regional School of Nursing,Pine Bluff,AR,71603,www.jrmc.org/,5,13.0,,
00110000,John Brown University,Siloam Springs,AR,72761,https://www.jbu.edu/,5,32.0,0.5287,41492.0
02341700,Career Academy of Hair Design,Springdale,AR,72764-7128,www.beautynwa.com/,5,13.0,,
01074100,Academy of Salon and Spa,Fort Smith,AR,72901,www.academysalonspa.com/,5,13.0,,
02348200,Arkansas State University Mid-South,West Memphis,AR,72301-3829,www.asumidsouth.edu/,5,21.0,,15083.0
01286000,Arkansas Northeastern College,Blytheville,AR,72316-1109,www.anc.edu/,5,41.0,,10511.0
02284200,New Tyler Barber College Inc,North Little Rock,AR,72114-4973,newtylerbarbercollege.edu/,5,13.0,,
01226100,North Arkansas College,Harrison,AR,72601-5508,www.northark.edu/,5,33.0,,15648.0
02073700,Northwest Technical Institute,Springdale,AR,72764,www.nwti.edu/,5,13.0,,16765.0
00110200,Ouachita Baptist University,Arkadelphia,AR,71998-0001,www.obu.edu/,5,32.0,0.7375,41491.0
00997600,Arkansas State University Three Rivers,Malvern,AR,72104-0816,www.asutr.edu/,5,31.0,,10098.0
02087000,Ozarka College,Melbourne,AR,72556-0010,www.ozarka.edu/,5,43.0,,11266.0
00109400,University of the Ozarks,Clarksville,AR,72830,https://www.ozarks.edu/,5,33.0,0.5537,34732.0
00524500,University of Arkansas Community College-Morrilton,Morrilton,AR,72110,www.uaccm.edu/,5,32.0,1.0,13628.0
00110300,Philander Smith College,Little Rock,AR,72202-3799,https://www.philander.edu/,5,12.0,,25960.0
00110400,Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,www.pccua.edu/,5,41.0,,10574.0
00570700,Southeast Arkansas College,Pine Bluff,AR,71603,https://www.seark.edu/,5,13.0,,13136.0
02202400,Professional Cosmetology Education Center,El Dorado,AR,71730-4009,https://www.pcec.edu/,5,33.0,,
02075300,University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,uaptc.edu/,5,13.0,,18439.0
00573200,University of Arkansas Hope-Texarkana,Hope,AR,71801,www.uaht.edu/,5,32.0,,12807.0
02111100,University of Arkansas Community College Rich Mountain,Mena,AR,71953,www.uarichmountain.edu/,5,33.0,,10811.0
00792100,Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,https://paulmitchell.edu/arkansas/,5,13.0,,
02569600,Searcy Beauty College,Searcy,AR,72143,searcybeautycollege.com/,5,32.0,,
00110500,Shorter College,N Little Rock,AR,72114,www.shortercollege.edu/,5,13.0,,19840.0
00110600,Williams Baptist University,Walnut Ridge,AR,72476,https://williamsbaptistuniversity.com/,5,42.0,0.641,31252.0
02074600,South Arkansas Community College,El Dorado,AR,71731-7010,www.southark.edu/,5,33.0,,11982.0
00110700,Southern Arkansas University Main Campus,Magnolia,AR,71753,https://www.saumag.edu/,5,33.0,0.626,23732.0
00773800,Southern Arkansas University Tech,Camden,AR,71701-1906,www.sautech.edu/,5,42.0,,17911.0
03214300,Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,www.velvatexcollege.com/,5,12.0,,
00111000,University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,https://uafs.edu/,5,13.0,,18174.0
00753100,Academy of Art University,San Francisco,CA,94105,www.academyart.edu/,8,11.0,,41301.0
03288300,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,www.acchs.edu/,8,11.0,,
00672000,College of Alameda,Alameda,CA,94501,https://alameda.edu/,8,21.0,,14602.0
00111100,Allan Hancock College,Santa Maria,CA,93454-6399,www.hancockcollege.edu/,8,12.0,,11135.0
00746501,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,www.aada.edu/,8,11.0,0.9027,47804.0
00112000,Berkeley School of Theology,Berkeley,CA,94704-3029,www.bst.edu/,8,12.0,,
02222000,American Film Institute Conservatory,Los Angeles,CA,90027-1625,www.afi.com/,8,11.0,,
01307400,American Beauty College,West Covina,CA,91790,https://www.americanbeautycollege.edu/,8,21.0,,
02241800,American Career College-Los Angeles,Los Angeles,CA,90004,https://americancareercollege.edu/,8,11.0,,
02099200,American Conservatory Theater,San Francisco,CA,94102,www.act-sf.org/,8,11.0,,
00123200,American River College,Sacramento,CA,95841-4286,https://www.arc.losrios.edu/,8,21.0,,13465.0
00111300,Antelope Valley Community College District,Lancaster,CA,93536-5426,www.avc.edu/,8,21.0,,11709.0
00111600,Art Center College of Design,Pasadena,CA,91103,www.artcenter.edu/,8,12.0,0.7556,68087.0
00902200,Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,www.atcla.edu/,8,11.0,,
02553500,Associated Technical College-San Diego,San Diego,CA,92108-1630,www.atcsd.edu/,8,11.0,,
00111700,Azusa Pacific University,Azusa,CA,91702-7000,www.apu.edu/,8,21.0,0.941,54720.0
00111800,Bakersfield College,Bakersfield,CA,93305-1299,www.bakersfieldcollege.edu/,8,11.0,,13485.0
00111900,Barstow Community College,Barstow,CA,92311,www.barstow.edu/,8,32.0,,17676.0
00705000,Bellus Academy-Chula Vista,Chula Vista,CA,91911,www.bellusacademy.edu/,8,11.0,,
03266300,Bethesda University,Anaheim,CA,92801,www.buc.edu/,8,11.0,,19754.0
00112200,Biola University,La Mirada,CA,90639-0001,https://www.biola.edu/,8,21.0,0.6077,57403.0
02543400,Brownson Technical School,Anaheim,CA,92805,https://brownson.edu/,8,11.0,,
00716400,Bryan University,Tempe,AZ,85281,bryanuniversity.edu/,6,12.0,,23267.0
00807300,Butte College,Oroville,CA,95965-8399,www.butte.edu/,8,42.0,,14581.0
01215400,California Institute of Integral Studies,San Francisco,CA,94103,www.ciis.edu/,8,11.0,,
00112400,Cabrillo College,Aptos,CA,95003,https://www.cabrillo.edu/,8,22.0,,20716.0
00112500,California Baptist University,Riverside,CA,92504-3297,www.calbaptist.edu/,8,11.0,0.6373,46274.0
00112700,California College of the Arts,San Francisco,CA,94107-2247,www.cca.edu/,8,11.0,0.7763,68296.0
00394700,University of California-Hastings College of Law,San Francisco,CA,94102-4978,www.uchastings.edu/,8,11.0,,
00113100,California Institute of Technology,Pasadena,CA,91125,www.caltech.edu/,8,12.0,0.0392,77718.0
00113300,California Lutheran University,Thousand Oaks,CA,91360-2787,www.callutheran.edu/,8,12.0,0.8194,55039.0
00114300,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,calpoly.edu/,8,23.0,0.33,28843.0
01111700,Alliant International University-San Diego,San Diego,CA,92131,https://www.alliant.edu/,8,11.0,1.0,
00799300,California State University-Bakersfield,Bakersfield,CA,93311-1099,www.csub.edu/,8,11.0,0.8521,18172.0
00115700,California State University-Stanislaus,Turlock,CA,95382-0299,https://www.csustan.edu/,8,23.0,0.9476,17005.0
00114200,California State University-San Bernardino,San Bernardino,CA,92407-2393,www.csusb.edu/,8,12.0,0.9097,13365.0
00114400,California State Polytechnic University-Pomona,Pomona,CA,91768,www.cpp.edu/,8,21.0,0.6062,22108.0
00114600,California State University-Chico,Chico,CA,95929-0150,www.csuchico.edu/,8,12.0,0.8547,22469.0
00114100,California State University-Dominguez Hills,Carson,CA,90747-0005,https://www.csudh.edu/,8,13.0,0.8959,14579.0
00114700,California State University-Fresno,Fresno,CA,93740,www.fresnostate.edu/,8,11.0,0.9728,17014.0
00113700,California State University-Fullerton,Fullerton,CA,92831-3599,www.fullerton.edu/,8,21.0,0.5943,14182.0
00113800,California State University-East Bay,Hayward,CA,94542,www.csueastbay.edu/,8,21.0,0.8236,22134.0
00113900,California State University-Long Beach,Long Beach,CA,90840-0115,www.csulb.edu/,8,11.0,0.4685,18699.0
00114000,California State University-Los Angeles,Los Angeles,CA,90032-8506,https://www.calstatela.edu/,8,11.0,0.9054,13712.0
00115300,California State University-Northridge,Northridge,CA,91330,https://www.csun.edu/,8,11.0,0.881,19641.0
00115000,California State University-Sacramento,Sacramento,CA,95819-2694,https://www.csus.edu/,8,11.0,0.9368,17561.0
00131200,University of California-Berkeley,Berkeley,CA,94720,www.berkeley.edu/,8,12.0,0.1444,37510.0
00131300,University of California-Davis,Davis,CA,95616-8678,ucdavis.edu/,8,23.0,0.4875,33396.0
00131400,University of California-Irvine,Irvine,CA,92697,www.uci.edu/,8,11.0,0.2882,30173.0
00131500,University of California-Los Angeles,Los Angeles,CA,90095-1405,www.ucla.edu/,8,11.0,0.1077,29153.0
00131600,University of California-Riverside,Riverside,CA,92521,www.ucr.edu/,8,11.0,0.6538,30569.0
00131700,University of California-San Diego,La Jolla,CA,92093,www.ucsd.edu/,8,11.0,0.342,32719.0
00131900,University of California-San Francisco,San Francisco,CA,94143-0244,ucsf.edu/,8,11.0,,
00132000,University of California-Santa Barbara,Santa Barbara,CA,93106,www.ucsb.edu/,8,22.0,0.2918,34738.0
00132100,University of California-Santa Cruz,Santa Cruz,CA,95064-1011,www.ucsc.edu/,8,13.0,0.5864,37040.0
02267600,Sofia University,Palo Alto,CA,94303,www.sofia.edu/,8,13.0,,
02065700,California Beauty School,Modesto,CA,95354,www.calbeautycollege.edu/,8,12.0,,
00884400,California Christian College,Fresno,CA,93727,www.calchristiancollege.edu/,8,11.0,1.0,
04274800,Haven University,Garden Grove,CA,92840-1340,www.haven.edu/,8,21.0,,
01186500,California Hair Design Academy,La Mesa,CA,91942-5055,https://chdaschools.com/,8,21.0,,
00113200,California Institute of the Arts,Valencia,CA,91355-2397,https://www.calarts.edu/,8,21.0,0.2898,74931.0
00113400,California State University Maritime Academy,Vallejo,CA,94590-8181,https://www.csum.edu/,8,12.0,0.8209,24845.0
01310300,California Western School of Law,San Diego,CA,92101-3046,https://www.cwsl.edu/,8,11.0,,
00697300,Canada College,Redwood City,CA,94061-1099,canadacollege.edu/,8,21.0,,9715.0
00890300,College of the Canyons,Santa Clarita,CA,91355-1899,www.canyons.edu/,8,21.0,,11273.0
02125000,Career Academy of Beauty,Garden Grove,CA,92845,caofb.com/,8,21.0,,
00673100,Casa Loma College-Los Angeles,Sherman Oaks,CA,91403,https://www.casalomacollege.edu/,8,11.0,1.0,
02332809,CET-San Diego,San Diego,CA,92102,https://www.cetweb.edu/,8,11.0,,
02332800,CET-San Jose,San Jose,CA,95110,https://cetweb.edu/,8,11.0,,
02332810,CET-El Centro,El Centro,CA,92243,https://cetweb.edu/,8,13.0,,
02332814,CET-Colton,Colton,CA,92324,https://cetweb.edu/,8,21.0,,
02332819,CET-Watsonville,Watsonville,CA,95076,https://www.cetweb.edu/,8,13.0,,
02332813,CET-Salinas,Salinas,CA,93906,https://cetweb.edu/,8,12.0,,
00116100,Cerritos College,Norwalk,CA,90650-6298,www.cerritos.edu/,8,21.0,,13286.0
01011100,Cerro Coso Community College,Ridgecrest,CA,93555-9571,cerrocoso.edu/,8,41.0,,16281.0
00116200,Chabot College,Hayward,CA,94545,www.chabotcollege.edu/,8,21.0,,13354.0
00116300,Chaffey College,Rancho Cucamonga,CA,91737-3002,https://www.chaffey.edu/,8,21.0,,18583.0
00116400,Chapman University,Orange,CA,92866,https://www.chapman.edu/,8,12.0,0.6037,71065.0
01036500,Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,www.cdrewu.edu/,8,21.0,0.6329,36763.0
02070500,Concordia University-Irvine,Irvine,CA,92612-3203,www.cui.edu/,8,11.0,0.8138,53068.0
01203100,San Diego Christian College,Spring Valley,CA,91977,sdcc.edu/,8,21.0,0.527,47504.0
00116500,Church Divinity School of the Pacific,Berkeley,CA,94709-1211,www.cdsp.edu/,8,12.0,,
00116600,Citrus College,Glendora,CA,91741-1899,https://www.citruscollege.edu/,8,21.0,,13090.0
02178700,Citrus Heights Beauty College,Citrus Heights,CA,95610-1410,chbeautycollege.com/,8,21.0,,
00450200,City College of San Francisco,San Francisco,CA,94112-1898,www.ccsf.edu/,8,11.0,,14677.0
00116900,Claremont Graduate University,Claremont,CA,91711-6160,www.cgu.edu/,8,21.0,,
00117000,Claremont McKenna College,Claremont,CA,91711-6400,www.cmc.edu/,8,21.0,0.1124,66496.0
02497300,Milan Institute-Visalia,Visalia,CA,93277,www.milaninstitute.edu/,8,12.0,,
02309500,Clovis Adult Education,Clovis,CA,93611,clovisadult.cusd.com/,8,21.0,,
02063500,Coastline Community College,Fountain Valley,CA,92708-2597,www.coastline.edu/,8,13.0,,14743.0
00117700,University of Silicon Valley,San Jose,CA,95134,https://usv.edu/,8,11.0,0.5065,35103.0
03577300,Coba Academy,Anaheim,CA,92801,www.coba.edu/,8,11.0,,
02482700,Western University of Health Sciences,Pomona,CA,91766-1854,www.westernu.edu/,8,21.0,,
00770700,Columbia College,Sonora,CA,95370,https://www.gocolumbia.edu/,8,41.0,,12959.0
02110200,Columbia College Hollywood,Tarzana,CA,91356-1411,https://www.columbiacollege.edu/,8,11.0,,39843.0
04281700,Compton College,Compton,CA,90221-5393,www.compton.edu/,8,21.0,,16997.0
00119000,Contra Costa College,San Pablo,CA,94806,https://www.contracosta.edu/,8,21.0,,12828.0
00753600,Cosumnes River College,Sacramento,CA,95823-5799,https://www.crc.losrios.edu/,8,11.0,,12112.0
00927200,Crafton Hills College,Yucaipa,CA,92339-1799,www.craftonhills.edu/,8,41.0,,25759.0
00119200,Cuesta College,San Luis Obispo,CA,93403-8106,https://www.cuesta.edu/,8,23.0,,19119.0
02111300,Cuyamaca College,El Cajon,CA,92019,https://www.cuyamaca.edu/,8,21.0,,13683.0
00119300,Cypress College,Cypress,CA,90630-5897,www.cypresscollege.edu/,8,21.0,,13898.0
00448000,De Anza College,Cupertino,CA,95014,https://www.deanza.edu/,8,13.0,,13158.0
03964400,International School of Beauty Inc,Palm Desert,CA,92260-2740,https://btyschool.com/,8,13.0,,
03025600,Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,www.dellarte.com/school,8,41.0,,
00118200,College of the Desert,Palm Desert,CA,92260,www.collegeofthedesert.edu/,8,13.0,,19173.0
02298000,Design Institute of San Diego,San Diego,CA,92121,www.disd.edu/,8,11.0,1.0,39422.0
